author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300163770/;Москва;rent;flat;5;12;3;115.0;300000;0;Тверской;1-й Тверской-Ямской переулок;11;Маяковская
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302251452/;Москва;rent;flat;6;25;1;50.0;50000;0;; Анны Ахматовой;6;Рассказовка
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300035660/;Москва;rent;flat;4;6;3;160.0;850000;0;Тверской;Дмитровский переулок;7;Театральная
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299731995/;Москва;rent;flat;7;17;4;106.0;250000;0;Замоскворечье;Мытная ;7с1;Серпуховская
ID 103902846;homeowner;https://www.cian.ru/rent/flat/302164741/;Москва;rent;flat;10;12;2;45.0;50000;0;Бибирево;Шенкурский проезд;4;Алтуфьево
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302069040/;Москва;rent;flat;3;9;2;150.0;1200000;0;Хамовники;Саввинская набережная;13;Киевская
Novel Estates;real_estate_agent;https://www.cian.ru/rent/flat/302088198/;Москва;rent;flat;3;9;2;150.0;1200000;0;Хамовники;Саввинская набережная;13;Киевская
Иван Музалевский;realtor;https://www.cian.ru/rent/flat/301868121/;Москва;rent;flat;4;16;1;47.5;46000;0;Сокол; Зорге;34;Панфиловская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/289432753/;Москва;rent;flat;42;75;2;90.0;350000;0;Пресненский;1-й Красногвардейский проезд;15;Деловой центр
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/270987269/;Москва;rent;flat;2;8;4;340.0;2000000;0;Хамовники;переулок Хилков;1;Парк Культуры
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302217037/;Москва;rent;flat;8;9;2;50.0;80000;0;Коньково; Островитянова;31;Коньково
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/298414454/;Москва;rent;flat;2;2;3;160.0;550000;0;Замоскворечье;Садовническая ;61С2;Павелецкая
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/297758989/;Москва;rent;flat;2;2;3;160.0;550000;0;Замоскворечье;Садовническая ;61С2;Павелецкая
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300667719/;Москва;rent;flat;5;18;1;33.5;39800;0;Южное Бутово;Варшавское шоссе;282к1;Бульвар Дмитрия Донского
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301787679/;Москва;rent;flat;14;23;3;75.0;141400;0;Щукино; Берзарина;30;Октябрьское поле
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302013369/;Москва;rent;flat;19;24;3;85.0;78200;0;Митино;Муравская ;44к2;Пятницкое шоссе
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302021698/;Москва;rent;flat;5;17;1;38.5;45000;0;; Лаптева;8к1;Рассказовка
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302198713/;Москва;rent;flat;10;16;2;53.4;60000;0;Южное Тушино;Окружная ;10;Трикотажная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301964719/;Москва;rent;flat;6;10;4;160.0;250000;0;Тверской;Цветной бульвар;15к2;Цветной бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302170017/;Москва;rent;flat;9;17;1;21.3;45000;0;;проспект Куприна;18к2;Бунинская аллея
TimeProperty;real_estate_agent;https://www.cian.ru/rent/flat/300943923/;Москва;rent;flat;7;7;4;120.0;250000;0;Тверской;2-й Самотечный переулок;1;Достоевская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300380951/;Москва;rent;flat;34;40;4;180.0;500000;0;Хорошевский;Чапаевский переулок;3;Аэропорт
Ма-Трёшка;real_estate_agent;https://www.cian.ru/rent/flat/229256372/;Москва;rent;flat;1;22;1;18.0;28000;0;; Бачуринская;13;Ольховая
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/294104664/;Москва;rent;flat;2;19;3;120.0;250000;0;Даниловский; Серпуховский Вал;21к1;Шаболовская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300432732/;Москва;rent;flat;6;6;4;283.0;1200000;0;Басманный;Казарменный переулок;3С6;Курская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302218021/;Москва;rent;flat;21;32;3;62.0;80000;0;Метрогородок;Открытое шоссе;18Ак1;Бульвар Рокоссовского
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/298168097/;Москва;rent;flat;3;5;4;178.0;700000;0;Хамовники; Остоженка;7С1;Кропоткинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301975651/;Москва;rent;flat;5;6;4;188.0;400000;0;Басманный;переулок Гусятников;13/3;Чистые пруды
ZIP Realty;real_estate_agent;https://www.cian.ru/rent/flat/300685055/;Москва;rent;flat;7;8;1;32.0;68000;0;Дорогомилово;Большая Дорогомиловская ;11;Киевская
HYDE Residences;real_estate_agent;https://www.cian.ru/rent/flat/301809819/;Москва;rent;flat;58;78;2;82.0;250000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
HYDE Residences;real_estate_agent;https://www.cian.ru/rent/flat/301808489/;Москва;rent;flat;49;78;3;134.0;350000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300941435/;Москва;rent;flat;23;33;1;32.1;65900;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково
HYDE Residences;real_estate_agent;https://www.cian.ru/rent/flat/301808674/;Москва;rent;flat;58;78;3;145.0;450000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/298954713/;Москва;rent;flat;4;6;4;247.0;800000;0;Раменки; Косыгина;19;Воробьёвы горы
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302040129/;Москва;rent;flat;3;15;1;23.3;36800;0;; Александры Монаховой;98к1;Бунинская аллея
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/293041539/;Москва;rent;flat;7;16;2;200.0;450000;0;Арбат; Новый Арбат;27;Смоленская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299342353/;Москва;rent;flat;19;30;3;120.0;170000;0;Проспект Вернадского;Ленинский проспект;98К1;Новаторская
Иван Музалевский;realtor;https://www.cian.ru/rent/flat/275082522/;Москва;rent;flat;8;17;2;55.6;62000;0;Кузьминки; Юных Ленинцев;73;Кузьминки
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/297240684/;Москва;rent;flat;9;10;4;145.0;320000;0;Пресненский;Студенецкий переулок;3;Улица 1905 года
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299769751/;Москва;rent;flat;8;8;3;85.0;220000;0;Алексеевский;Рижский проезд;13;ВДНХ
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301810087/;Москва;rent;flat;4;9;1;35.4;50000;0;Гольяново;Красноярская ;9;Щёлковская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302091142/;Москва;rent;flat;4;8;4;190.0;350000;0;Замоскворечье; Бахрушина;19С2;Павелецкая
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/298528353/;Москва;rent;flat;2;9;4;162.0;1700000;0;Арбат; Малая Молчановка;8С1;Арбатская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301921686/;Москва;rent;flat;22;22;1;38.7;48500;0;; Большое Понизовье;3;Филатов Луг
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299933565/;Москва;rent;flat;7;25;4;160.0;350000;0;Якиманка; Шаболовка;23;Шаболовская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/291963506/;Москва;rent;flat;1;7;2;69.0;400000;0;Пресненский;Гранатный переулок;6;Баррикадная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301974357/;Москва;rent;flat;8;9;1;35.7;40900;0;; Усадебный Парк;5;Филатов Луг
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302073274/;Москва;rent;flat;4;8;4;190.0;350000;0;Замоскворечье; Бахрушина;19С2;Павелецкая
Monumental Group;real_estate_agent;https://www.cian.ru/rent/flat/302284432/;Москва;rent;flat;4;6;4;75.0;330000;0;Пресненский;Садовая-Кудринская ;23С4;Маяковская
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302240191/;Москва;rent;flat;16;17;1;40.0;50000;0;Южное Бутово;бульвар Адмирала Ушакова;2;Улица Скобелевская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300702839/;Москва;rent;flat;4;6;3;75.0;330000;0;Пресненский;Садовая-Кудринская ;23С4;Маяковская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302239571/;Москва;rent;flat;7;10;4;150.0;350000;0;Пресненский; Красная Пресня;7;Краснопресненская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300821218/;Москва;rent;flat;12;17;1;24.9;45000;0;; Малое Понизовье;3;Филатов Луг
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301923765/;Москва;rent;flat;7;10;4;150.0;350000;0;Пресненский; Красная Пресня;7;Краснопресненская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/298492915/;Москва;rent;flat;7;7;4;225.0;450000;0;Басманный;переулок Лялин;19К1;Курская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302200422/;Москва;rent;flat;9;17;1;38.8;49500;0;; Александры Монаховой;91к1;Бунинская аллея
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/297422762/;Москва;rent;flat;11;14;4;132.0;350000;0;Хорошевский; Авиаконструктора Микояна;14к4;ЦСКА
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/302276207/;Москва;rent;flat;7;9;4;145.0;350000;0;Пресненский; Красная Пресня;7;Краснопресненская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300507706/;Москва;rent;flat;5;9;1;35.6;40900;0;;проспект Новосередневский;17к1;Филатов Луг
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/300619354/;Москва;rent;flat;2;4;4;140.0;350000;0;Якиманка;3-й Кадашевский переулок;4;Третьяковская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/296128477/;Москва;rent;flat;7;7;4;217.0;450000;0;Басманный;переулок Лялин;19К1;Курская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301319520/;Москва;rent;flat;10;28;1;28.0;52600;0;Щукино;Волоколамское шоссе;24к1;Стрешнево
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301246818/;Москва;rent;flat;7;15;3;99.0;174100;0;Басманный; Новая Дорога;9к1;Электрозаводская
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301787668/;Москва;rent;flat;5;13;2;64.0;142990;0;Филевский парк; Василисы Кожиной;13;Парк Победы
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302172041/;Москва;rent;flat;22;59;1;40.0;75000;0;Тимирязевский;Дмитровский проезд;1;Дмитровская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301264083/;Москва;rent;flat;8;16;2;58.1;150000;0;Хамовники;Фрунзенская набережная;50;Спортивная
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301874426/;Москва;rent;flat;13;28;2;58.0;145300;0;Филевский парк; Василисы Кожиной;13;Парк Победы
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301620129/;Москва;rent;flat;25;33;2;40.5;73000;0;Отрадное;Сигнальный проезд;16к1;Владыкино
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/296468292/;Москва;rent;flat;9;15;4;121.0;300000;0;Пресненский;Зоологическая ;30С2;Баррикадная
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/300603524/;Москва;rent;flat;2;4;3;135.0;350000;0;Якиманка;3-й Кадашевский переулок;4;Третьяковская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300352194/;Москва;rent;flat;5;20;1;20.0;48000;0;Очаково-Матвеевское;Озерная ;44;Озёрная
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/298336215/;Москва;rent;flat;1;2;3;170.0;550000;0;Замоскворечье;Садовническая ;61С2;Павелецкая
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300966920/;Москва;rent;flat;5;11;2;40.0;135000;0;Басманный; Казакова;7;Курская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302068824/;Москва;rent;flat;10;12;2;44.0;42900;0;;проспект Куприна;40к1;Бунинская аллея
